experiment_id,dataset,method,config_id,split_index,init_seed,n_train,n_test,split_type,rmse,mae,ll,nll,crps,picp95,mpiw95,interval_score95,ece_reg,qice,mean_var_aleatoric,mean_var_epistemic,epi_ratio,train_time_s,predict_time_ms_per_1k,n_parameters,timestamp,git_commit
e1_synthetic,sin_homo,map,default,0,0,250,600,in_range,0.10337345486229882,0.08217651513470381,0.8493430012809863,-0.8493430012809863,0.0583623588551369,0.9383333333333334,0.39199279690801087,0.4859690446475711,0.03482456140350873,,0.010000000000000004,0.0,0.0,6.457594500039704,0.6304999114945531,151,2026-08-25T20:48:34.989863+00:00,1806733
e1_synthetic,sin_homo,map,default,0,0,250,400,extrapolation,0.2144469191735299,0.18339883444067848,-0.9157274973615496,0.9157274973615496,0.14028228770423343,0.575,0.3919927969080109,2.017270315519462,0.15947368421052635,,0.010000000000000004,0.0,0.0,6.457594500039704,0.6304999114945531,151,2026-08-25T20:48:35.029689+00:00,1806733
e1_synthetic,sin_homo,mcd,default,0,0,250,600,in_range,0.140235620007813,0.11056658407243491,0.5712405300188799,-0.5712405300188799,0.0779158685356165,0.965,0.5861252320152082,0.6578558216815861,0.014999999999999961,,0.010000000000000007,0.012783915680783861,0.5610938813105736,7.450081699993461,139.98209999408573,151,2026-08-25T20:48:42.703676+00:00,1806733
e1_synthetic,sin_homo,mcd,default,0,0,250,400,extrapolation,0.8874195389261892,0.8029200705981178,-12.102762152977872,12.102762152977872,0.7060376759055115,0.1025,0.685880219860361,19.48172310923512,0.2290789473684211,,0.010000000000000007,0.020701527525933974,0.6742833075144917,7.450081699993461,139.98209999408573,151,2026-08-25T20:48:42.735412+00:00,1806733
e1_synthetic,sin_homo,ensemble,default,0,0,250,600,in_range,0.10426925608901337,0.08267512982318831,0.8394716494132295,-0.8394716494132295,0.05880958232864997,0.9366666666666666,0.39972114031076145,0.4945990350406036,0.03245614035087714,,0.010000000000000004,0.0003996801958254515,0.03843196985863925,32.266610000049695,2.5186999700963497,755,2026-08-25T20:49:15.080463+00:00,1806733
e1_synthetic,sin_homo,ensemble,default,0,0,250,400,extrapolation,0.20192454231640358,0.1733876133754054,-0.5229411208529573,0.5229411208529573,0.12937826900676247,0.6375,0.4213316449979234,1.5745984026555129,0.1385526315789474,,0.010000000000000004,0.0016375284307570393,0.1407110144134372,32.266610000049695,2.5186999700963497,755,2026-08-25T20:49:15.113642+00:00,1806733
e1_synthetic,sin_homo,gp,default,0,0,250,600,in_range,0.10282020235619008,0.08166562905985969,0.8542100179538348,-0.8542100179538348,0.05794365636545346,0.935,0.382629658517585,0.48876254822404896,0.02096491228070174,,0.009292378001095296,0.00023606471667528232,0.024774742701136335,0.9458124000811949,9.263099986128509,3,2026-08-25T20:49:16.143642+00:00,1806733
e1_synthetic,sin_homo,gp,default,0,0,250,400,extrapolation,0.34352633584748504,0.3119180194210204,-0.4843188128742173,0.4843188128742173,0.20644895044359374,0.8775,1.031805198014648,1.3968865816712823,0.12355263157894743,,0.009292378001095296,0.07793074420352805,0.8934642814173104,0.9458124000811949,9.263099986128509,3,2026-08-25T20:49:16.176324+00:00,1806733
e1_synthetic,sin_homo,laplace,default,0,0,250,600,in_range,0.10337345486229882,0.08217651513470381,0.8512489435461758,-0.8512489435461758,0.058333395463531314,0.9416666666666667,0.3983392821566457,0.48383300996372186,0.03456140350877189,,0.010000000000000004,0.00032696243037054766,0.031661045789126166,6.61918059992604,202.55469996482134,151,2026-08-25T20:49:23.076770+00:00,1806733
e1_synthetic,sin_homo,laplace,default,0,0,250,400,extrapolation,0.2144469191735299,0.18339883444067848,-0.17355057125154424,0.17355057125154424,0.1494035323410957,0.9725,1.588007994143171,1.658278940188195,0.06052631578947368,,0.010000000000000004,0.21384036376042231,0.9553253049092474,6.61918059992604,202.55469996482134,151,2026-08-25T20:49:23.107423+00:00,1806733
e1_synthetic,sin_homo,bbb,default,0,0,250,600,in_range,0.11600580591789683,0.09245287031311977,0.7230318796857281,-0.7230318796857281,0.06558651733684914,0.9766666666666667,0.527032004553488,0.560057277267004,0.029561403508771907,,0.010000000000000007,0.008220570321464131,0.45116975903768286,142.29020429996308,42.967200046405196,302,2026-08-25T20:51:45.529956+00:00,1806733
e1_synthetic,sin_homo,bbb,default,0,0,250,400,extrapolation,0.7254043408964939,0.6643968302754097,-10.758956539194171,10.758956539194171,0.5850197912222348,0.1175,0.5657933610936978,16.22795284855436,0.22552631578947374,,0.010000000000000007,0.011083684829437114,0.5256996070232481,142.29020429996308,42.967200046405196,302,2026-08-25T20:51:45.557656+00:00,1806733
e1_synthetic,sin_hetero,map,default,0,0,250,600,in_range,0.13402450245216294,0.10181584033801361,0.5898938644650145,-0.5898938644650145,0.07379294281853345,0.935,0.5099888965984745,0.711015091568621,0.04271929824561407,,0.01692642605282004,0.0,0.0,7.015904700034298,0.72160002309829,152,2026-08-25T20:51:52.659273+00:00,1806733
e1_synthetic,sin_hetero,map,default,0,0,250,400,extrapolation,0.32672361908710956,0.24972097102700627,-2.0328026142472377,2.0328026142472377,0.2032986093162799,0.57,0.5099888965984745,4.016507569671361,0.2543421052631579,,0.01692642605282004,0.0,0.0,7.015904700034298,0.72160002309829,152,2026-08-25T20:51:52.688997+00:00,1806733
e1_synthetic,sin_hetero,mcd,default,0,0,250,600,in_range,0.17237886194447952,0.12687830423315816,0.22568034084331587,-0.22568034084331587,0.09942840228139072,0.985,1.010782593998536,1.0581372886288625,0.0840350877192982,,0.047709082880640956,0.01908356490499277,0.2857135558727978,7.392914200085215,127.38969991914928,152,2026-08-25T20:52:00.279807+00:00,1806733
e1_synthetic,sin_hetero,mcd,default,0,0,250,400,extrapolation,0.9877300896327642,0.8593644627860475,-5.968057700310024,5.968057700310024,0.7117364876697698,0.315,1.0896679522319617,15.547059199232903,0.21394736842105266,,0.047709082880640956,0.029638029654635988,0.38318210833169103,7.392914200085215,127.38969991914928,152,2026-08-25T20:52:00.309796+00:00,1806733
e1_synthetic,sin_hetero,ensemble,default,0,0,250,600,in_range,0.13152199392422226,0.1007339172634736,0.6166473671132474,-0.6166473671132474,0.07289288412713818,0.955,0.5246113377165031,0.6581894228482141,0.02728070175438593,,0.016951533672214414,0.0009649680875701849,0.053859179682953146,34.34030999999959,2.188200014643371,760,2026-08-25T20:52:34.722466+00:00,1806733
e1_synthetic,sin_hetero,ensemble,default,0,0,250,400,extrapolation,0.31151820928973084,0.2375772295365072,-1.2274193845171164,1.2274193845171164,0.1875645398817371,0.6375,0.5562687114340144,3.167444893693858,0.23131578947368422,,0.016951533672214414,0.003286419809299196,0.16238893978589194,34.34030999999959,2.188200014643371,760,2026-08-25T20:52:34.753846+00:00,1806733
e1_synthetic,sin_hetero,gp,default,0,0,250,600,in_range,0.13015787771387208,0.09976318818464631,0.6205877591363085,-0.6205877591363085,0.07207411800983823,0.9366666666666666,0.5004476609514312,0.6651112789081973,0.019210526315789442,,0.015901741795042657,0.00039797693376218755,0.024416184130765593,0.7829027000116184,8.651599986478686,3,2026-08-25T20:52:35.623031+00:00,1806733
