x,y
0.0,0.1764052345967664
0.016129032258064516,0.05614405378753466
0.03225806451612903,0.13012626868698765
0.04838709677419355,0.2724575373631892
0.06451612903225806,0.2512271811145535
0.08064516129032258,-0.017170012819617025
0.0967741935483871,0.1916320536860361
0.11290322580645161,0.09752779230275162
0.12903225806451613,0.11835262086117365
0.14516129032258063,0.18571187575097117
0.16129032258064516,0.174996272405825
0.1774193548387097,0.3219173793310524
0.1935483870967742,0.2684460023710134
0.2096774193548387,0.22031189681140617
0.22580645161290322,0.26827873705077926
0.24193548387096775,0.2729496217458574
0.25806451612903225,0.4046175466356784
0.27419354838709675,0.25025487300853777
0.29032258064516125,0.3175680913143023
0.3064516129032258,0.2162679009510323
0.3225806451612903,0.06171616863880863
0.3387096774193548,0.3976322167727764
0.3548387096774194,0.4338827472965357
0.3709677419354839,0.2883010127225947
0.3870967741935484,0.6044770591931434
0.4032258064516129,0.2469509080844114
0.4193548387096774,0.41174713032997623
0.43548387096774194,0.40313077509928286
0.45161290322580644,0.5896952231815273
0.46774193548387094,0.5978077907643273
0.4838709677419355,0.48070397853402985
0.5,0.5172417905644203
0.5161290322580645,0.4047385487013165
0.532258064516129,0.3094006779368426
0.5483870967741935,0.48652029516853945
0.564516129032258,0.5506419783553484
0.5806451612903225,0.6715925440968902
0.5967741935483871,0.6822151521560438
0.6129032258064516,0.536511984026403
0.6290322580645161,0.5581322450277575
0.6451612903225806,0.4964720212459984
0.6612903225806451,0.4721338923885413
0.6774193548387096,0.4561572741145021
0.6935483870967741,0.8343473880784057
0.7096774193548387,0.6006238860730435
0.7258064516129032,0.6199314253631376
0.7419354838709677,0.5504364057415695
0.7580645161290323,0.7652662827786046
0.7741935483870968,0.537749917122921
0.7903225806451613,0.6893062543092231
0.8064516129032258,0.6322893562786789
0.8225806451612903,0.7715942138008293
0.8387096774193548,0.6927007442069044
0.8548387096774194,0.6364018462127665
0.8709677419354839,0.7621343818787724
0.8870967741935484,0.8180743370506048
0.9032258064516129,0.7919797462554983
0.9193548387096774,0.82545779254564
0.9354838709677419,0.7414541060384559
0.9516129032258064,0.7780785282828476
0.967741935483871,0.7563610838477476
0.9838709677419355,0.7966920430220519
1.0,0.760156356603451
1.0161290322580645,0.6774474499092042
1.032258064516129,0.8762019109712978
1.0483870967741935,0.8264414700911511
1.064516129032258,0.7115345535317406
1.0806451612903225,0.9285399316820204
1.096774193548387,0.7990096759949447
1.1129032258064515,0.9021804014425906
1.129032258064516,0.9769079255706753
1.1451612903225805,0.9236750016147819
1.161290322580645,1.0312576906877737
1.1774193548387097,0.800137320847722
1.1935483870967742,0.9699160771301739
1.2096774193548387,0.8670210665558378
1.2258064516129032,0.8539991618198965
1.2419354838709677,0.8885258990513553
1.2580645161290323,0.9203414017424806
1.2741935483870968,0.9619514562258469
1.2903225806451613,0.8444094239654318
1.3064516129032258,1.0553465678642309
1.3225806451612903,1.015918570470446
1.3387096774193548,0.8195641978433543
1.3548387096774193,1.1255968605097748
1.3709677419354838,1.16968953597668
1.3870967741935483,1.1010525893169827
1.4032258064516128,0.9680003993570816
1.4193548387096775,0.8814793752945993
1.435483870967742,1.096304402001217
1.4516129032258065,0.9525883643117239
1.467741935483871,1.1169391011243477
1.4838709677419355,1.0170518670773887
1.5,1.0951588902524256
1.5161290322580645,1.0341427552681537
1.532258064516129,1.0699148098937483
1.5483870967741935,1.0007989257842755
1.564516129032258,1.1785673290134304
1.5806451612903225,1.0126427098919395
1.596774193548387,1.039861530539426
1.6129032258064515,1.1874287052047372
1.629032258064516,0.8635288612259391
1.6451612903225805,0.8701877002885948
1.661290322580645,1.0928478826829835
1.6774193548387095,0.8770088074817346
1.6935483870967742,1.186837539938865
1.7096774193548387,0.9490096140809632
1.7258064516129032,0.9132644865091135
1.7419354838709677,1.1776856048430144
1.7580645161290323,1.130567976119469
1.7741935483870968,1.1661418959169618
1.7903225806451613,1.0666051910849974
1.8064516129032258,0.886238985265499
1.8225806451612903,1.1594759274189628
1.8387096774193548,0.9375250356732838
1.8548387096774193,1.040176093364467
1.8709677419354838,1.05001101523006
1.8870967741935483,0.9348916657185415
1.9032258064516128,1.0066602334467913
1.9193548387096773,1.0320866869813212
1.935483870967742,0.9718777995668617
1.9516129032258065,0.8184213620232759
1.967741935483871,0.9520699491484397
1.9838709677419355,1.0485294988952498
2.0,0.8398406408525452
4.0,-0.7717659493406953
4.016129032258065,-0.8107615951121042
4.032258064516129,-0.5925640202549488
4.048387096774194,-0.7203028141810799
4.064516129032258,-0.7566231343546994
4.080645161290323,-0.8839905258319751
4.096774193548387,-0.7624936669343849
4.112903225806452,-0.893059136640174
4.129032258064516,-0.8314353209092373
4.145161290322581,-0.9069783730772335
4.161290322580645,-0.7843064237578705
4.17741935483871,-0.8026250333596238
4.193548387096774,-0.8892245580017157
4.209677419354839,-0.8366786743714021
4.225806451612903,-0.9932422043585045
4.241935483870968,-1.0404885734418385
4.258064516129032,-0.8546185255707477
4.274193548387097,-0.8888514768491896
4.290322580645161,-0.8487412516809607
4.306451612903226,-0.6804181755721961
4.32258064516129,-0.8305339628970302
4.338709677419355,-1.0222727678446533
4.354838709677419,-0.8250553622752776
4.370967741935484,-1.0738704899176528
4.387096774193548,-0.9937158424361794
4.403225806451613,-0.9594126779582571
4.419354838709677,-0.7860375743150272
4.435483870967742,-1.0363816069866418
4.451612903225806,-1.0488340266498488
4.467741935483871,-0.9800681284765291
4.483870967741936,-1.0403510141005312
4.5,-0.8648665254544463
4.516129032258064,-1.0887959059763672
4.532258064516129,-1.0985671117861644
4.548387096774194,-1.0303638113842872
4.564516129032258,-1.038889962911195
4.580645161290322,-0.7983811223320827
4.596774193548387,-0.8983819711393919
4.612903225806452,-0.9863002484510895
4.629032258064516,-1.1190713914838657
4.645161290322581,-0.9133047721779037
4.661290322580645,-1.0987162823704342
4.67741935483871,-1.1538657346290817
4.693548387096774,-0.8810195420370811
4.709677419354839,-0.9683020625281582
4.725806451612903,-0.9078241047052581
4.741935483870968,-0.9676907685257159
4.758064516129032,-0.9132739928667748
4.774193548387097,-1.0631932648941032
4.790322580645161,-1.1003889978915318
4.806451612903226,-0.9274199195914387
4.82258064516129,-1.0742760054840237
4.838709677419355,-1.0609871221859069
4.854838709677419,-1.0354244328231732
4.870967741935484,-0.9857047994985197
4.887096774193548,-1.0201767634651202
4.903225806451613,-1.119340978593336
4.919354838709677,-1.0430207490261407
4.935483870967742,-1.197557695087005
4.951612903225806,-0.908999012793414
4.967741935483871,-1.1277799696734356
4.983870967741936,-1.0738128794781547
5.0,-0.953707766737041
5.016129032258064,-1.0281808488290294
5.032258064516129,-0.7949751321616967
5.048387096774194,-1.073367380334769
5.064516129032258,-0.911936106637254
5.080645161290322,-0.9368848014451675
5.096774193548387,-1.0438384960986007
5.112903225806452,-0.8685329495723244
5.129032258064516,-0.9316071653295349
5.14516129032258,-0.8306275079476342
5.161290322580645,-0.8185740216968893
5.17741935483871,-0.6774843496685664
5.193548387096774,-0.7528061419201377
5.209677419354839,-0.9157975094601108
5.225806451612903,-0.8950090005208727
5.241935483870968,-0.753070279803942
5.258064516129032,-0.7892505126662193
5.274193548387097,-0.782282017779603
5.290322580645161,-0.9992889042101748
5.306451612903226,-0.8311061500525446
5.32258064516129,-0.8933412951979156
5.338709677419355,-0.7821972163348511
5.354838709677419,-0.8104454243889087
5.370967741935484,-0.699844927778714
5.387096774193548,-0.7491676951453742
5.403225806451613,-0.6920802778984884
5.419354838709678,-0.8069780478964065
5.435483870967742,-0.8442060340531459
5.451612903225806,-0.7799966050558103
5.467741935483871,-0.7297316630807883
5.483870967741936,-0.6789630444418726
5.5,-0.47960943050130667
5.516129032258064,-0.6982446090195529
5.532258064516129,-0.7779114200816786
5.548387096774194,-0.7050356258290291
5.564516129032258,-0.7047431663244533
5.580645161290322,-0.5980102701540073
5.596774193548387,-0.7878448759694608
5.612903225806452,-0.614880864399502
5.629032258064516,-0.5928366984858732
5.64516129032258,-0.57239124519989
5.661290322580645,-0.6423080104129529
5.67741935483871,-0.5931840797364475
5.693548387096774,-0.698465379273001
5.709677419354839,-0.5919140050362449
5.725806451612903,-0.5832497453183723
5.741935483870968,-0.4736025694947148
5.758064516129032,-0.6169357675872449
5.774193548387097,-0.4091772517564043
5.790322580645161,-0.3237013795224698
5.806451612903226,-0.6658780232994888
5.82258064516129,-0.4018639616090496
5.838709677419355,-0.36229371546830225
5.854838709677419,-0.47911104962020057
5.870967741935484,-0.4403693029124037
5.887096774193548,-0.399100730594465
5.903225806451613,-0.40066194680727796
5.919354838709677,-0.38675786032067755
5.935483870967742,-0.5083380760564756
5.951612903225806,-0.2102970314342868
5.967741935483871,-0.2022761377612865
5.983870967741936,-0.3762015266122037
6.0,-0.42605793097917727
